date,home_team,away_team,result,b365_1,b365_x,b365_2
2021-08-21,Verona,Sassuolo,2,2.62,3.3,2.62
2021-08-21,Empoli,Lazio,2,4.6,4.0,1.7
2021-08-21,Torino,Atalanta,2,5.5,4.33,1.55
2021-08-22,Bologna,Salernitana,1,1.65,4.0,5.0
2021-08-22,Udinese,Juventus,X,7.5,4.33,1.45
2021-08-22,Napoli,Venezia,1,1.22,6.5,12.0
2021-08-22,Roma,Fiorentina,1,1.72,3.8,4.75
2021-08-23,Sampdoria,Milan,2,4.0,3.6,1.9
2021-08-23,Cagliari,Spezia,X,1.95,3.4,4.0
2021-08-27,Udinese,Venezia,1,1.7,3.75,5.0
2021-08-27,Verona,Inter,2,5.5,4.33,1.55
2021-08-28,Atalanta,Bologna,X,1.33,5.5,8.0
2021-08-28,Lazio,Spezia,1,1.33,4.75,9.5
2021-08-28,Fiorentina,Torino,1,2.2,3.4,3.25
2021-08-28,Juventus,Empoli,2,1.22,6.5,12.0
2021-08-29,Genoa,Napoli,2,6.0,4.5,1.5
2021-08-29,Sassuolo,Sampdoria,X,2.0,3.6,3.6
2021-08-29,Milan,Cagliari,1,1.44,4.5,7.0
2021-08-29,Salernitana,Roma,2,5.5,4.33,1.55
2021-09-11,Atalanta,Fiorentina,2,1.55,4.33,5.5
2021-09-11,Empoli,Venezia,2,1.8,3.8,4.2
2021-09-11,Napoli,Juventus,1,2.4,3.6,2.8
2021-09-12,Sampdoria,Inter,X,5.0,4.0,1.61
2021-09-12,Cagliari,Genoa,2,2.0,3.5,3.75
2021-09-12,Spezia,Udinese,2,3.2,3.4,2.3
2021-09-12,Torino,Salernitana,1,1.57,4.2,5.75
2021-09-12,Milan,Lazio,1,2.2,3.6,3.1
2021-09-12,Roma,Sassuolo,1,1.57,4.75,5.0
2021-09-13,Bologna,Verona,1,2.1,3.7,3.2
2021-09-17,Sassuolo,Torino,2,1.72,4.0,4.33
2021-09-18,Salernitana,Atalanta,2,10.0,5.5,1.3
2021-09-18,Genoa,Fiorentina,2,3.3,3.3,2.25
2021-09-18,Inter,Bologna,1,1.36,5.0,8.5
2021-09-19,Empoli,Sampdoria,2,2.55,3.6,2.6
2021-09-19,Venezia,Spezia,2,2.45,3.4,2.9
2021-09-19,Lazio,Cagliari,X,1.44,4.75,7.0
2021-09-19,Verona,Roma,1,4.0,3.8,1.83
2021-09-19,Juventus,Milan,X,2.1,3.4,3.5
2021-09-20,Udinese,Napoli,2,4.5,3.6,1.83
2021-09-21,Bologna,Genoa,X,1.95,3.5,3.75
2021-09-21,Atalanta,Sassuolo,1,1.5,4.75,6.0
2021-09-21,Fiorentina,Inter,2,3.75,3.6,1.9
2021-09-22,Cagliari,Empoli,2,2.0,3.75,3.4
2021-09-22,Milan,Venezia,1,1.25,6.0,12.0
2021-09-22,Salernitana,Verona,X,3.5,3.4,2.05
2021-09-22,Spezia,Juventus,2,8.0,5.5,1.33
2021-09-23,Sampdoria,Napoli,2,4.2,3.6,1.83
2021-09-23,Torino,Lazio,X,3.25,3.5,2.15
2021-09-23,Roma,Udinese,1,1.55,4.2,5.5
2021-09-25,Spezia,Milan,2,7.0,4.5,1.45
2021-09-25,Inter,Atalanta,X,1.9,3.75,3.8
2021-09-25,Genoa,Verona,X,2.75,3.25,2.62
2021-09-26,Napoli,Cagliari,1,1.25,6.0,11.0
2021-09-26,Lazio,Roma,1,2.62,3.5,2.6
2021-09-26,Udinese,Fiorentina,2,3.1,3.4,2.3
2021-09-26,Sassuolo,Salernitana,1,1.4,5.0,7.5
2021-09-26,Empoli,Bologna,1,2.6,3.75,2.5
2021-09-26,Juventus,Sampdoria,1,1.3,5.75,9.0
2021-09-27,Venezia,Torino,X,3.6,3.5,2.05
2021-10-01,Cagliari,Venezia,X,1.85,3.5,4.33
2021-10-02,Salernitana,Genoa,1,2.87,3.3,2.45
2021-10-02,Torino,Juventus,2,4.5,3.5,1.8
2021-10-02,Sassuolo,Inter,2,4.33,4.2,1.7
2021-10-03,Roma,Empoli,1,1.4,5.0,7.0
2021-10-03,Fiorentina,Napoli,2,3.9,3.5,1.95
2021-10-03,Atalanta,Milan,2,2.05,3.75,3.4
2021-10-03,Sampdoria,Udinese,X,2.1,3.5,3.5
2021-10-03,Verona,Spezia,1,1.65,4.0,5.25
2021-10-03,Bologna,Lazio,1,3.1,3.6,2.2
2021-10-16,Milan,Verona,1,1.55,4.2,5.75
2021-10-16,Spezia,Salernitana,1,2.1,3.4,3.5
2021-10-16,Lazio,Inter,1,3.3,3.5,2.15
2021-10-17,Cagliari,Sampdoria,1,2.55,3.4,2.75
2021-10-17,Empoli,Atalanta,2,5.75,4.33,1.55
2021-10-17,Genoa,Sassuolo,X,3.1,3.5,2.25
2021-10-17,Udinese,Bologna,X,2.25,3.4,3.2
2021-10-17,Napoli,Torino,1,1.4,4.5,8.5
2021-10-17,Juventus,Roma,1,1.85,3.8,4.0
2021-10-18,Venezia,Fiorentina,1,4.2,3.75,1.83
2021-10-22,Torino,Genoa,1,1.7,3.7,5.0
2021-10-22,Sampdoria,Spezia,1,1.8,3.8,4.2
2021-10-23,Salernitana,Empoli,2,2.7,3.4,2.62
2021-10-23,Bologna,Milan,2,3.35,3.6,2.1
2021-10-23,Sassuolo,Venezia,1,1.57,4.2,5.5
2021-10-24,Atalanta,Udinese,X,1.4,5.0,7.5
2021-10-24,Fiorentina,Cagliari,1,1.65,4.0,5.25
2021-10-24,Verona,Lazio,1,3.1,3.6,2.2
2021-10-24,Roma,Napoli,X,2.87,3.5,2.4
2021-10-24,Inter,Juventus,X,2.05,3.6,3.4
2021-10-26,Milan,Torino,1,1.6,4.0,5.5
2021-10-26,Spezia,Genoa,X,2.3,3.5,3.0
2021-10-26,Venezia,Salernitana,2,1.95,3.4,4.0
2021-10-27,Lazio,Fiorentina,1,1.95,3.6,3.75
2021-10-27,Empoli,Inter,2,5.75,4.75,1.5
2021-10-27,Juventus,Sassuolo,2,1.44,4.75,6.5
2021-10-27,Udinese,Verona,X,2.4,3.4,2.9
2021-10-27,Sampdoria,Atalanta,2,4.33,4.2,1.72
2021-10-27,Cagliari,Roma,2,5.0,4.2,1.61
2021-10-28,Napoli,Bologna,1,1.3,5.5,9.5
2021-10-30,Atalanta,Lazio,X,1.9,3.8,3.8
2021-10-30,Verona,Juventus,1,4.0,3.8,1.85
2021-10-30,Torino,Sampdoria,1,1.9,3.75,3.8
2021-10-31,Roma,Milan,2,2.3,3.5,3.0
2021-10-31,Salernitana,Napoli,2,10.0,5.5,1.3
2021-10-31,Sassuolo,Empoli,2,1.75,4.1,4.2
2021-10-31,Genoa,Venezia,X,2.05,3.4,3.75
2021-10-31,Fiorentina,Spezia,1,1.53,4.5,5.75
2021-10-31,Inter,Udinese,1,1.36,5.0,8.5
2021-11-01,Bologna,Cagliari,1,1.8,3.6,4.5
2021-11-05,Empoli,Genoa,X,2.1,3.75,3.2
2021-11-06,Spezia,Torino,1,3.6,3.6,2.0
2021-11-06,Juventus,Fiorentina,1,1.57,4.2,5.5
2021-11-06,Cagliari,Atalanta,2,6.0,4.5,1.5
2021-11-07,Napoli,Verona,X,1.36,5.0,8.0
2021-11-07,Lazio,Salernitana,1,1.3,5.5,9.5
2021-11-07,Milan,Inter,X,3.25,3.5,2.15
2021-11-07,Sampdoria,Bologna,2,2.37,3.6,2.87
2021-11-07,Venezia,Roma,1,5.75,4.5,1.53
2021-11-07,Udinese,Sassuolo,1,2.4,3.5,2.8
2021-11-20,Atalanta,Spezia,1,1.25,6.5,9.5
2021-11-20,Lazio,Juventus,2,3.0,3.4,2.35
2021-11-20,Fiorentina,Milan,1,3.1,3.5,2.25
2021-11-21,Sassuolo,Cagliari,X,1.6,4.2,5.25
2021-11-21,Bologna,Venezia,2,1.61,4.0,5.5
2021-11-21,Salernitana,Sampdoria,2,3.1,3.25,2.37
2021-11-21,Inter,Napoli,1,2.2,3.5,3.25
2021-11-21,Genoa,Roma,2,4.75,3.9,1.7
2021-11-22,Torino,Udinese,1,2.05,3.4,3.7
2021-11-22,Verona,Empoli,1,1.7,4.0,4.5
2021-11-26,Cagliari,Salernitana,X,1.83,3.6,4.33
2021-11-27,Empoli,Fiorentina,1,3.4,3.4,2.15
2021-11-27,Sampdoria,Verona,1,2.9,3.5,2.37
2021-11-27,Juventus,Atalanta,2,2.2,3.5,3.25
2021-11-27,Venezia,Inter,2,8.0,5.0,1.36
2021-11-28,Udinese,Genoa,X,1.75,3.6,4.75
2021-11-28,Milan,Sassuolo,2,1.53,4.5,5.5
2021-11-28,Spezia,Bologna,2,3.0,3.5,2.3
2021-11-28,Roma,Torino,1,1.72,4.0,4.5
2021-11-28,Napoli,Lazio,1,1.8,3.8,4.33
2021-11-30,Salernitana,Juventus,2,9.5,5.5,1.3
2021-11-30,Verona,Cagliari,X,1.61,4.0,5.25
2021-11-30,Atalanta,Venezia,1,1.22,6.0,12.0
2021-11-30,Fiorentina,Sampdoria,1,1.7,3.8,5.0
2021-12-01,Inter,Spezia,1,1.18,7.5,13.0
2021-12-01,Genoa,Milan,2,5.0,4.0,1.66
2021-12-01,Sassuolo,Napoli,X,4.0,3.9,1.8
2021-12-01,Bologna,Roma,1,3.1,3.6,2.2
2021-12-02,Torino,Empoli,X,1.72,3.8,4.75
2021-12-02,Lazio,Udinese,X,1.66,3.8,5.25
2021-12-04,Milan,Salernitana,1,1.18,7.0,15.0
2021-12-04,Roma,Inter,2,3.8,3.8,1.9
2021-12-04,Napoli,Atalanta,2,2.45,3.5,2.8
2021-12-05,Juventus,Genoa,1,1.25,6.0,12.0
2021-12-05,Sampdoria,Lazio,2,3.5,3.6,2.05
2021-12-05,Venezia,Verona,2,3.6,3.5,2.0
2021-12-05,Bologna,Fiorentina,2,2.87,3.3,2.5
2021-12-05,Spezia,Sassuolo,X,3.3,3.75,2.05
2021-12-06,Empoli,Udinese,1,2.6,3.25,2.8
2021-12-06,Cagliari,Torino,X,3.5,3.2,2.25
2021-12-10,Genoa,Sampdoria,2,3.2,3.3,2.25
2021-12-11,Fiorentina,Salernitana,1,1.3,5.5,9.5
2021-12-11,Venezia,Juventus,X,9.0,4.75,1.36
2021-12-11,Udinese,Milan,X,4.2,3.5,1.9
2021-12-12,Inter,Cagliari,1,1.16,8.0,15.0
2021-12-12,Sassuolo,Lazio,1,2.7,3.5,2.5
2021-12-12,Napoli,Empoli,2,1.33,5.0,10.0
2021-12-12,Torino,Bologna,1,2.2,3.25,3.5
2021-12-12,Verona,Atalanta,2,3.8,3.8,1.9
2021-12-13,Roma,Spezia,1,1.4,5.0,7.5
2021-12-17,Lazio,Genoa,1,1.53,4.33,6.0
2021-12-17,Salernitana,Inter,2,15.0,8.0,1.16
2021-12-18,Atalanta,Roma,2,1.7,4.33,4.33
2021-12-18,Bologna,Juventus,2,4.1,3.7,1.83
2021-12-18,Cagliari,Udinese,2,3.0,3.25,2.4
2021-12-19,Milan,Napoli,2,2.25,3.5,3.1
2021-12-19,Torino,Verona,1,2.2,3.4,3.3
2021-12-19,Spezia,Empoli,X,2.62,3.75,2.45
2021-12-19,Fiorentina,Sassuolo,X,1.85,3.8,3.9
2021-12-19,Sampdoria,Venezia,X,1.8,3.8,4.33
2021-12-21,Genoa,Atalanta,X,7.5,5.25,1.36
2021-12-21,Juventus,Cagliari,1,1.18,6.5,17.0
2021-12-22,Sassuolo,Bologna,2,2.0,3.6,3.6
2021-12-22,Venezia,Lazio,2,4.2,3.6,1.85
2021-12-22,Inter,Torino,1,1.3,5.5,10.0
2021-12-22,Roma,Sampdoria,X,1.55,4.33,5.5
2021-12-22,Verona,Fiorentina,X,2.9,3.5,2.37
2021-12-22,Empoli,Milan,2,4.5,3.9,1.75
2021-12-22,Napoli,Spezia,2,1.22,6.5,12.0
2022-01-06,Lazio,Empoli,X,1.6,4.4,5.0
2022-01-06,Spezia,Verona,2,3.5,3.5,2.05
2022-01-06,Juventus,Napoli,X,1.9,3.6,4.0
2022-01-06,Sampdoria,Cagliari,2,1.85,3.75,4.0
2022-01-06,Sassuolo,Genoa,X,1.57,4.33,5.25
2022-01-06,Milan,Roma,1,1.9,3.7,3.8
2022-01-09,Venezia,Milan,2,6.0,4.0,1.57
2022-01-09,Verona,Salernitana,2,1.36,5.0,8.0
2022-01-09,Inter,Lazio,1,1.4,5.0,7.0
2022-01-09,Roma,Juventus,2,3.3,3.5,2.15
2022-01-09,Empoli,Sassuolo,2,2.5,3.8,2.55
2022-01-09,Udinese,Atalanta,2,3.5,3.6,2.05
2022-01-09,Napoli,Sampdoria,1,1.4,5.0,7.5
2022-01-09,Genoa,Spezia,2,2.1,3.3,3.6
2022-01-11,Cagliari,Bologna,1,2.75,3.3,2.55
2022-01-15,Sampdoria,Torino,2,3.0,3.2,2.45
2022-01-15,Juventus,Udinese,1,1.4,4.75,7.5
2022-01-15,Salernitana,Lazio,2,7.0,4.5,1.45
2022-01-16,Sassuolo,Verona,2,2.2,3.5,3.2
2022-01-16,Venezia,Empoli,X,2.62,3.5,2.55
2022-01-16,Roma,Cagliari,1,1.36,5.0,8.5
2022-01-16,Atalanta,Inter,X,2.87,3.75,2.3
2022-01-17,Bologna,Napoli,2,4.0,3.4,1.95
2022-01-17,Milan,Spezia,2,1.33,5.0,9.5
2022-01-17,Fiorentina,Genoa,1,1.45,4.2,7.5
2022-01-21,Verona,Bologna,1,1.95,3.6,3.8
2022-01-22,Lazio,Atalanta,X,3.2,3.5,2.2
2022-01-22,Genoa,Udinese,X,3.5,3.3,2.15
2022-01-22,Inter,Venezia,1,1.1,9.5,21.0
2022-01-23,Napoli,Salernitana,1,1.14,8.0,17.0
2022-01-23,Spezia,Sampdoria,1,2.7,3.3,2.62
2022-01-23,Torino,Sassuolo,X,2.1,3.6,3.3
2022-01-23,Empoli,Roma,2,4.0,4.2,1.8
2022-01-23,Milan,Juventus,X,2.62,3.3,2.7
2022-01-23,Cagliari,Fiorentina,X,5.25,4.1,1.61
2022-02-05,Roma,Genoa,X,1.36,5.5,7.5
2022-02-05,Inter,Milan,2,1.8,3.75,4.5
2022-02-05,Fiorentina,Lazio,2,2.37,3.5,2.9
2022-02-06,Juventus,Verona,1,1.53,4.33,6.0
2022-02-06,Udinese,Torino,1,3.1,3.3,2.37
2022-02-06,Sampdoria,Sassuolo,1,2.8,3.8,2.3
2022-02-06,Atalanta,Cagliari,2,1.25,6.5,11.0
2022-02-06,Venezia,Napoli,2,7.5,4.75,1.4
2022-02-06,Bologna,Empoli,X,2.0,3.6,3.6
2022-02-07,Salernitana,Spezia,X,2.87,3.4,2.5
2022-02-12,Lazio,Bologna,1,1.7,4.0,4.75
2022-02-12,Napoli,Inter,X,2.75,3.4,2.55
2022-02-12,Torino,Venezia,2,1.5,4.2,7.0
2022-02-13,Sassuolo,Roma,X,3.4,3.9,2.0
2022-02-13,Atalanta,Juventus,X,2.8,3.5,2.37
2022-02-13,Genoa,Salernitana,X,1.83,3.75,4.33
2022-02-13,Empoli,Cagliari,X,1.95,3.8,3.6
2022-02-13,Verona,Udinese,1,1.83,3.6,4.2
2022-02-13,Milan,Sampdoria,1,1.4,4.75,7.5
2022-02-14,Spezia,Fiorentina,2,3.75,3.6,1.95
2022-02-18,Juventus,Torino,X,1.57,3.75,6.5
2022-02-19,Sampdoria,Empoli,1,2.2,3.4,3.2
2022-02-19,Roma,Verona,X,1.95,3.75,3.6
2022-02-19,Salernitana,Milan,X,9.0,5.0,1.36
2022-02-20,Fiorentina,Atalanta,1,2.6,3.3,2.7
2022-02-20,Venezia,Genoa,X,2.5,3.2,2.9
2022-02-20,Inter,Sassuolo,2,1.28,6.0,9.0
2022-02-20,Udinese,Lazio,X,2.9,3.3,2.45
2022-02-21,Cagliari,Napoli,X,6.5,4.33,1.5
2022-02-21,Bologna,Spezia,1,1.8,3.8,4.33
2022-02-25,Milan,Udinese,X,1.5,4.0,7.0
2022-02-25,Genoa,Inter,X,9.0,5.25,1.33
2022-02-26,Salernitana,Bologna,X,3.5,3.4,2.15
2022-02-26,Empoli,Juventus,2,5.0,4.0,1.65
2022-02-26,Sassuolo,Fiorentina,1,2.7,3.6,2.45
2022-02-27,Spezia,Roma,2,4.5,3.6,1.8
2022-02-27,Lazio,Napoli,2,2.75,3.4,2.5
2022-02-27,Torino,Cagliari,2,1.65,3.8,5.5
2022-02-27,Verona,Venezia,1,1.53,4.0,6.0
2022-02-28,Atalanta,Sampdoria,1,1.44,5.0,6.5
2022-03-04,Inter,Salernitana,1,1.14,7.5,19.0
2022-03-05,Udinese,Sampdoria,1,1.9,3.4,4.33
2022-03-05,Roma,Atalanta,1,2.55,3.4,2.7
2022-03-05,Cagliari,Lazio,2,3.6,3.2,2.1
2022-03-06,Juventus,Spezia,1,1.22,6.25,13.0
2022-03-06,Venezia,Sassuolo,2,3.25,3.4,2.2
2022-03-06,Napoli,Milan,2,2.05,3.3,3.6
2022-03-06,Bologna,Torino,X,2.8,3.2,2.5
2022-03-06,Genoa,Empoli,X,2.5,3.2,2.87
2022-03-06,Fiorentina,Verona,X,1.95,3.5,3.6
2022-03-12,Salernitana,Sassuolo,X,3.8,4.2,1.8
2022-03-12,Spezia,Cagliari,1,2.62,3.3,2.62
2022-03-12,Sampdoria,Juventus,2,5.5,3.75,1.65
2022-03-12,Milan,Empoli,1,1.36,5.25,7.5
2022-03-13,Fiorentina,Bologna,1,1.61,4.0,5.5
2022-03-13,Verona,Napoli,2,3.25,3.6,2.15
2022-03-13,Atalanta,Genoa,X,1.33,5.25,9.0
2022-03-13,Udinese,Roma,X,3.1,3.5,2.25
2022-03-13,Torino,Inter,X,5.5,3.6,1.66
2022-03-14,Lazio,Venezia,1,1.33,5.5,8.5
2022-03-18,Sassuolo,Spezia,1,1.66,4.2,4.75
2022-03-18,Genoa,Torino,1,3.2,3.1,2.4
2022-03-19,Cagliari,Milan,2,5.25,4.0,1.6
2022-03-19,Napoli,Udinese,1,1.44,4.5,7.0
2022-03-19,Inter,Fiorentina,X,1.5,4.5,6.5
2022-03-20,Bologna,Atalanta,2,4.5,3.6,1.8
2022-03-20,Roma,Lazio,1,2.55,3.4,2.75
2022-03-20,Venezia,Sampdoria,2,2.62,3.3,2.7
2022-03-20,Empoli,Verona,X,2.62,3.5,2.55
2022-03-20,Juventus,Salernitana,1,1.2,7.0,13.0
2022-04-02,Spezia,Venezia,1,2.1,3.4,3.5
2022-04-02,Lazio,Sassuolo,1,1.72,4.2,4.2
2022-04-02,Salernitana,Torino,2,4.0,3.6,1.9
2022-04-03,Sampdoria,Roma,2,4.0,3.8,1.85
2022-04-03,Juventus,Inter,2,2.8,3.4,2.5
2022-04-03,Atalanta,Napoli,2,2.4,3.3,3.0
2022-04-03,Fiorentina,Empoli,1,1.55,4.33,5.5
2022-04-03,Udinese,Cagliari,1,1.8,3.5,4.75
2022-04-04,Verona,Genoa,1,1.83,3.4,4.75
2022-04-04,Milan,Bologna,X,1.4,4.5,8.5
2022-04-09,Empoli,Spezia,X,2.0,3.5,3.8
2022-04-09,Inter,Verona,1,1.36,5.25,8.0
2022-04-09,Cagliari,Juventus,2,6.0,4.0,1.6
2022-04-10,Torino,Milan,X,4.2,3.5,1.9
2022-04-10,Roma,Salernitana,1,1.28,5.75,11.0
2022-04-10,Sassuolo,Atalanta,1,3.3,3.75,2.1
2022-04-10,Napoli,Fiorentina,2,1.75,3.8,4.5
2022-04-10,Genoa,Lazio,2,4.2,3.5,1.9
2022-04-10,Venezia,Udinese,2,3.5,3.3,2.15
2022-04-11,Bologna,Sampdoria,1,2.1,3.5,3.5
2022-04-15,Spezia,Inter,2,9.5,5.5,1.3
2022-04-15,Milan,Genoa,1,1.33,5.0,11.0
2022-04-16,Lazio,Torino,X,1.65,3.8,5.5
2022-04-16,Fiorentina,Venezia,1,1.36,5.0,8.5
2022-04-16,Juventus,Bologna,X,1.33,5.0,10.0
2022-04-16,Sampdoria,Salernitana,2,1.83,3.75,4.2
2022-04-16,Cagliari,Sassuolo,1,2.87,3.6,2.37
2022-04-16,Udinese,Empoli,1,1.8,3.75,4.5
2022-04-18,Napoli,Roma,X,1.9,3.6,4.0
2022-04-18,Atalanta,Verona,2,1.65,4.1,5.0
2022-04-20,Udinese,Salernitana,2,1.5,4.5,6.0
2022-04-23,Torino,Spezia,1,1.66,3.6,5.5
2022-04-23,Venezia,Atalanta,2,6.5,4.33,1.5
2022-04-23,Inter,Roma,1,1.61,4.0,5.5
2022-04-23,Verona,Sampdoria,X,1.75,3.75,4.6
2022-04-24,Lazio,Milan,2,2.9,3.4,2.45
2022-04-24,Genoa,Cagliari,1,2.2,3.25,3.5
2022-04-24,Bologna,Udinese,X,2.8,3.25,2.6
2022-04-24,Empoli,Napoli,1,5.5,4.0,1.6
2022-04-24,Salernitana,Fiorentina,1,5.5,3.8,1.66
2022-04-25,Sassuolo,Juventus,2,4.2,3.9,1.8
2022-04-27,Fiorentina,Udinese,2,1.7,4.0,4.75
2022-04-27,Atalanta,Torino,X,1.6,4.0,5.75
2022-04-27,Bologna,Inter,1,7.0,5.0,1.4
2022-04-30,Cagliari,Verona,2,2.45,3.6,2.75
2022-04-30,Napoli,Sassuolo,1,1.45,4.75,6.5
2022-04-30,Sampdoria,Genoa,1,2.75,3.25,2.62
2022-04-30,Spezia,Lazio,2,5.5,3.75,1.65
2022-05-01,Roma,Bologna,X,1.5,4.5,6.0
2022-05-01,Udinese,Inter,2,6.0,4.2,1.55
2022-05-01,Milan,Fiorentina,1,1.61,4.0,5.5
2022-05-01,Juventus,Venezia,1,1.2,6.5,15.0
2022-05-01,Empoli,Torino,2,2.7,3.4,2.55
2022-05-02,Atalanta,Salernitana,X,1.25,6.5,9.5
2022-05-05,Salernitana,Venezia,1,1.75,3.6,4.5
2022-05-06,Inter,Empoli,1,1.14,9.0,15.0
2022-05-06,Genoa,Juventus,1,3.75,3.3,2.05
2022-05-07,Torino,Napoli,2,3.6,3.5,2.05
2022-05-07,Sassuolo,Udinese,X,2.3,3.6,2.87
2022-05-07,Lazio,Sampdoria,1,1.44,4.75,6.5
2022-05-08,Verona,Milan,2,4.33,4.2,1.7
2022-05-08,Venezia,Bologna,1,2.87,3.5,2.35
2022-05-08,Spezia,Atalanta,2,6.5,4.75,1.45
2022-05-08,Salernitana,Cagliari,X,2.37,3.4,3.0
2022-05-09,Fiorentina,Roma,1,2.37,3.3,3.0
2022-05-14,Empoli,Salernitana,X,3.1,3.75,2.1
2022-05-14,Udinese,Spezia,2,1.83,3.9,4.0
2022-05-14,Verona,Torino,2,2.3,3.5,3.0
2022-05-14,Roma,Venezia,X,1.25,6.5,11.0
2022-05-15,Bologna,Sassuolo,2,2.4,3.8,2.62
2022-05-15,Napoli,Genoa,1,1.8,4.0,3.8
2022-05-15,Milan,Atalanta,1,1.75,4.2,4.2
2022-05-15,Cagliari,Inter,2,7.0,5.25,1.4
2022-05-16,Sampdoria,Fiorentina,1,3.75,3.8,1.9
2022-05-16,Juventus,Lazio,X,2.25,3.6,2.9
2022-05-20,Torino,Roma,2,3.3,3.6,2.1
2022-05-21,Genoa,Bologna,2,2.25,3.6,3.0
2022-05-21,Atalanta,Empoli,2,1.22,7.0,11.0
2022-05-21,Fiorentina,Juventus,1,1.8,3.8,4.2
2022-05-21,Lazio,Verona,X,1.75,4.0,4.33
2022-05-22,Spezia,Napoli,2,5.75,4.5,1.53
2022-05-22,Inter,Sampdoria,1,1.14,8.0,19.0
2022-05-22,Sassuolo,Milan,2,6.5,4.75,1.45
2022-05-22,Salernitana,Udinese,2,1.7,4.0,4.75
2022-05-22,Venezia,Cagliari,X,4.5,3.8,1.72
